Categorie;Subcategorie;Merk;Titel;Van-Prijs;Prijs;Levertijd;Omschrijving;Verzendkosten;EAN;Artikelcodefabrikant;Winkelproductcode
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Balvi;Balvi Trésor Sieradenhouder - Wit;24.95;27.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Houd je sieraden overzichtelijk bij elkaar met de Bling sieradenhouder van Balvi!;1.95;8,43031E+12;25787;120786
Verjaardagskado-Verjaardagscadeau;Kado voor hem;Invotis;Invotis WineBarrel Wijnrek;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Berg je wijnflessen op een overzichtelijke manier op in het WineBarrel wijnrek van Invotis.;1.95;8,7181E+12;1640;120852
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Leonardo;Leonardo Sachetta Vaas Wit - 40 cm;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De Sachetta vaas van Leonardo kenmerkt zich door de mooie glans en slanke hals.;1.95;4,00254E+12;35602;122853
Leuke kado's;Kerst;Leonardo;Leonardo Sachetta Vaas Zwart - 50 cm;;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De Sachetta vaas van Leonardo kenmerkt zich door de mooie glans en slanke hals.;1.95;4,00254E+12;35606;122857
Trouwen;Bruidspaar;Tindra;Tindra Candle Bag 26 cm - Marry Me ?;;17.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Er is altijd een gelegenheid voor de Tindra Candle bags! Deze set bestaat uit acht candle bags, waarbij elke candle bag een letter heeft die samen 'Marry Me' vormen.;1.95;8,71872E+12;205-16L;123475
Trouwen;Bruidspaar;Tindra;Tindra Home Slinger 1,5 m - Bloemen;;22.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Vind je het ook zo kaal in huis nadat je na een feestje de decoraties weghaalt? Dan is deze Tindra bloemenslinger wat voor jou! Er is altijd een gelegenheid voor de slinger met bloemen.;1.95;8,71872E+12;20-jan;123510
Producten;;House Doctor;House Doctor Urban Kussenhoes 50 x 50 cm - Beige/Grijs;31.95;22.36;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze mooie House Doctor kussenhoes fleur je je bed of bank volledig op!;1.95;5,70764E+12;At0812;124780
Producten;;House Doctor;House Doctor Woody Vaas 17 cm - Groen;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze Woody vaas van House Doctor is een musthave in je woning.;1.95;5,70764E+12;Dp0300;124788
Producten;;House Doctor;House Doctor Woody Vaas 17 cm - Bruin;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze Woody vaas van House Doctor is een musthave in je woning.;1.95;5,70764E+12;Dp0302;124789
Producten;;Disney;Disney T-Shirt Slimfit Donald Duck Faces Almost White - M;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;010-0952/008;126071
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Slimfit Donald Duck Name Almost White - XL;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;010-0403/008;126085
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Faces Almost White - 92/98;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0952/008;126099
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Name Navy - 122/134;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0403/021;126115
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Name Navy - 158/164;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0403/021;126117
Leuke kado's;Geboorte;Disney;Disney Rompertje Minnie & Mickey Almost White - 50/56;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Mickey Mouse is er voor jong en oud en nu ook voor de allerkleinsten! Met dit leuke rompertje weet je zeker dat je kleine spruit de show steelt!;1.95;4,04585E+12;081-0697/008;126129
Leuke kado's;Geboorte;Disney;Disney Rompertje Minnie & Mickey Almost White - 74/80;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Mickey Mouse is er voor jong en oud en nu ook voor de allerkleinsten! Met dit leuke rompertje weet je zeker dat je kleine spruit de show steelt!;1.95;4,04585E+12;081-0697/008;126131
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Leonardo;Leonardo Sachetta Vaas Beige - 40 cm;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De Sachetta vaas van Leonardo kenmerkt zich door de mooie glans en slanke hals.;1.95;4,00254E+12;35611;122859
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Leonardo;Leonardo Sachetta Vaas Grijs - 40 cm;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De Sachetta vaas van Leonardo kenmerkt zich door de mooie glans en slanke hals.;1.95;4,00254E+12;35614;122862
Trouwen;Bruidspaar;Tindra;Tindra Home Slinger 1,5 m - Harten;;22.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Vind je het ook zo kaal in huis nadat je na een feestje de decoraties weghaalt? Dan is deze Tindra hartenslinger wat voor jou! Er is altijd een gelegenheid voor de slinger met hartjes.;1.95;8,71872E+12;20-feb;123511
Producten;;House Doctor;House Doctor Urban Kussenhoes 40 x 60 cm - Beige/Grijs;31.95;22.36;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze mooie House Doctor kussenhoes fleur je je bed of bank volledig op!;1.95;5,70764E+12;At0802;124777
Producten;Pizzasnijders;Weber;Weber Original Pizzasnijder;;17.99;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Snij moeiteloos door je favoriete pizza met deze Weber Original Pizzasnijder!;1.95;77924031823;6690;124925
Producten;;Disney;Disney T-Shirt Easyfit Donald Duck Faces Almost White - XS;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;040-0952/008;126075
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Slimfit Donald Duck Name Almost White - XXL;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;010-0403/008;126086
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Faces Almost White - 104/116;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0952/008;126100
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Name Almost White/Deep Navy - 92/98;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0403/167;126106
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Name Almost White/Deep Navy - 158/164;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0403/167;126110
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Name Navy - 80/86;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0403/021;126112
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Kids Donald Duck Name Navy - 140/152;;21.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Donald Duck is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;080-0403/021;126116
Leuke kado's;Moederdag;Umbra;Umbra Pendant Kledinghanger - Koper;;15.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met de ruitvormige Pendant kledinghanger van het merk Umbra houd je je kledingcollectie op stijlvolle op orde.;1.95;28295445191;294314-104;126277
Origineel kado;Wooncadeaus;Bloomingville;Bloomingville Vaas Grafisch 10 cm - Koper;;15.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Geef uw interieur een nieuwe impuls met deze stoere vaas van Bloomingville.;1.95;5,71117E+12;279124;110114
Producten;;Bloomingville;Bloomingville Kapstokhaak Guests/Mine/Yours Set van 3 - 8 cm;24.95;17.46;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze set kapstokhaken weet iedereen waar hij of zij kleding of accessoires mag ophangen.;1.95;;;110180
Leuke kado's;Nieuwe Woning;Dutch Design Chair;Dutch Design Chair Kruk - Retro;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Krukje, nachtkastje of bijzettafeltje? De Dutch Design Chair is het allemaal.;1.95;9,78949E+12;Retro;110855
Koffie & Thee;Bodum Cafetiere;Bodum;Bodum Brazil 8 Kops Cafetière incl. Brazil Glas 0.35 L Set van 2;48.90;39.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze mooie Brazil set van Bodum maakt u koffie op traditionele wijze, om deze vervolgens uit te schenken in de meegeleverde glazen.;3.95;6,99965E+11;K1548-01-2;110932
Origineel kado;Koken / Tafelen;Bredemeijer;Bredemeijer Asia Xian Kop en Schotel - Set van 2;50.60;27.45;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Het is heerlijk genieten van je thee met deze schattige Asia Xian theekopjes!;1.95;8,71187E+12;G011R;111095
Producten;;FEST Amsterdam;FEST Amsterdam Mangetsu Kussen 45 x 45 cm - Geel;25.00;19.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Maak uw interieur compleet met dit kussen van FEST Amsterdam.;1.95;8,71886E+12;CU-021;111155
Verjaardagskado-Verjaardagscadeau;Verjaardag;Royal VKB;Royal VKB Puzzle Dienblad & Bestek 34 cm - Girl;43.90;39.90;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze leuke Puzzle Dinner Tray van Royal VKB is heel geschikt om kinderen spelenderwijs kennis te laten maken met eten, tafelmanieren en tafeldekken.;3.95;8,71308E+12;VC450.GRL;111201
Producten;;House Doctor;House Doctor Simply Mand Set van 2 Goud - 20 cm;59.95;41.96;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De Simply manden van House Doctor zijn super functioneel en hebben een hip uiterlijk.;3.95;5,70764E+12;Sp0386;111490
Verjaardagskado-Verjaardagscadeau;Kado voor haar;;World Map Muursticker - Zwart;49.95;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met de World Map transformeert u iedere ruimte tot een gezellige ruimte met een bijzondere uitstraling!;1.95;8,71818E+12;03126.BK;111536
Verjaardagskado-Verjaardagscadeau;Verjaardag;Donkey Products;Donkey Products I-Sleep Knuffel Muziekdoos - Smartphone;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze stoere smartphone is een knuffel en muziekdoos in een. Want ook de kleinste rocksterretjes hebben hun slaap nodig!;1.95;4,26011E+12;DK900432;111788
Verjaardagskado voor Baby;Verjaardag;Donkey Products;Donkey Products Knuffel Muziekdoos - Jukebox Heroes;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze stoere jukebox is een knuffel en muziekdoos in een. Want ook de kleinste rocksterretjes hebben hun slaap nodig!;1.95;4,26011E+12;DK900433;111789
Verjaardagskado-Verjaardagscadeau;Kado voor haar;DOIY;DOIY Kalender - Baby on the Way ;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Ben of ken je iemand die in blije verwachting is? Deze Baby on the Way kalender helpt op een vrolijke manier met aftellen!;1.95;8,43701E+12;DYOBCBAS;111792
Origineel kado;50+ euro cadeaus;SuckUK;Suck UK Prikbord Fotolijst - Kurk;;59.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze stijlvolle fotolijst is multifunctioneel, gemaakt van kurk en daardoor ook te gebruiken als prikbord! Of als fotolijst en prikbord tegelijk!;0;5,06004E+12;SKCORKFRAME1;111813
Leuke kado's;Geboorte;Disney;Disney Rompertje Minnie & Mickey Almost White - 86/92;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Mickey Mouse is er voor jong en oud en nu ook voor de allerkleinsten! Met dit leuke rompertje weet je zeker dat je kleine spruit de show steelt!;1.95;4,04585E+12;081-0697/008;126132
Producten;;Disney;Disney T-Shirt Slimfit Mickey Mouse Classic Black - XS;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Mickey Mouse is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;010-0404/001;126134
Producten;;Disney;Disney T-Shirt Slimfit Mickey Mouse Retro Grey - S;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Mickey Mouse is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;010-0855/003;126141
Producten;;Disney;Disney T-Shirt Slimfit Mickey Mouse Retro Grey - XXL;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Mickey Mouse is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;010-0855/003;126145
Producten;;Disney;Disney T-Shirt Easyfit Mickey Mouse Retro Grey - XXL;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wie is er niet mee opgegroeid? Mickey Mouse is er nog steeds, maar nu op een mooi, tijdloos T-shirt!;1.95;4,04585E+12;040-0855/006;126151
Producten;;Disney;Disney T-Shirt Dames Minnie In Love Dark Grey - XS;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Minnie Mouse is bekend bij jong en oud, want deze lieve muis is altijd vrolijk! Eerst in het blad, nu op een shirt: Minnie is populair en tijdloos!;1.95;4,04585E+12;034-0835/087;126156
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Kinderen;Disney;Disney T-Shirt Dames Minnie Mouse Grey - XS;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Minnie Mouse is bekend bij jong en oud, want deze lieve muis is altijd vrolijk! Eerst in het blad, nu op een shirt: Minnie is populair en tijdloos!;1.95;4,04585E+12;034-0753/006;126160
Leuke kado's;Moederdag;Umbra;Umbra Podium Fotohouder - 16,5 cm;;35.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Show je mooiste foto in deze unieke Umbra Podium fotohouder.;3.95;28295445498;311205-040;126271
Producten;;Mica Decorations;Mica Decorations Hang Plantenbak - Zwart;;14.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Verrijk je tuin of woonkamer met deze opvallende zwarte Mica Decorations plantenbak.  ;1.95;8,7128E+12;137295;126348
Producten;;Mica Decorations;Mica Decorations Inca Plantenbak Zink - Set van 4;;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Fleur je balkon of tuin op met deze stoere zinken plantenbakken van Mica Decorations.  ;1.95;8,71147E+12;170042;126355
Producten;;Mica Decorations;Mica Decorations Elvira Terracotta Schaal - 32 cm;;32.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze leuke terracotta schaal met potjes van Mica Decorations zorgt voor een fijne sfeer in je tuin.;3.95;8,7128E+12;242086;126379
Producten;;Design Letters;Design Letters AJ Porseleinen Mok - D;;15.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Kies jouw favoriete AJ porseleinen mok van Design Letters en geef je servies (of letterbak!) een stoer, vintage tintje mee!;1.95;5,7105E+12;10201000;126693
Producten;;Design Letters;Design Letters AJ Porseleinen Mok - R;;15.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Kies jouw favoriete AJ porseleinen mok van Design Letters en geef je servies (of letterbak!) een stoer, vintage tintje mee!;1.95;5,7105E+12;10201000;126707
Producten;;Design Letters;Design Letters AJ Theedoeken 2 stuks - Wit;;17.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De Design Letters AJ theedoeken zijn er niet alleen stoer uit maar drogen ook goed! Op deze grafische theedoeken staan de vintage letters van designer Arne Jacobsen afgebeeld.;1.95;5,7105E+12;10201800;126718
Leuke kado's;Moederdag;Kikkerland;Kikkerland Flessenhouder/Kurkentrekker - Illusie;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Is het een truc? Zweeft die fles wijn nou? De handige flessenhouder en kurkentrekker in één van Kikkerland steelt de show!;1.95;6,12615E+11;BO20;126764
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Thabto;Thabto J-peg Kapstok Wasknijpers - Set van 3;;16.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze Thabto J-peg Wasknijpers kapstokken zijn multifunctioneel en super decoratief tegelijk!;1.95;5,0602E+12;THJPEG;111819
Verjaardagskado-Verjaardagscadeau;Kado voor hem;Aqoaa;Aqoaa DrinKlip Bekerhouder - Zwart;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Bewaar uw spullen veilig en bespaar tegelijk ruimte op uw bureau met deze multifunctionele Aqoaa DrinKlip bekerhouder.;1.95;5,40854E+12;AQ-DR001Zwart;112141
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Monkey Business;Monkey Business Farfalloni Pannenlap - Set van 2;;14.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze Monkey Business Farfalloni pannenlappen brengen  Italiaanse gezelligheid in de keuken en zijn tegelijk super functioneel! Buon appetito!;1.95;7,29E+12;MB-MB826;112147
Producten;;Elho;Elho Pure Straight LED High Lichtgevende Plantenbak - 40;199.00;149.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Een bloempot en verlichting in één. Brengt eenvoudig sfeer en gezelligheid in huis of daarbuiten.;0;8,7119E+12;3,31081E+12;112515
Origineel kado;50+ euro cadeaus;Balvi;Balvi Retro Telefoon;99.95;134.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze Retro telefoon van Balvi kan je bellen, maar het is tevens een spaarpot. Multifunctioneel en decoratief!;0;8,43031E+12;20263;113226
Leuke kado's;Nieuwe Woning;Balvi;Balvi Opklaptafel Set van 2 - Zwart;99.95;124.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Snel tafels nodig? Met deze set van 2 opklaptafels heeft u altijd net een beetje extra ruimte!;0;8,43031E+12;23804;113230
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Balvi;Balvi Schommel Peper- & Zoutstel;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Dit romantische stelletje voorziet je graag van peper en zout tijdens een romantisch diner!;1.95;8,43031E+12;25006;113241
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Balvi;Balvi Wijnset - The Best Wines ;;22.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Perfect voor echte wijnliefhebbers: een wijngids vol handige wijnaccessoires!;1.95;8,43031E+12;25195;113244
Verjaardagskado-Verjaardagscadeau;Kado voor hem;Balvi;Balvi Bril Boekensteun;;23.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze bril kunnen we typeren als echte leesbril. Hij houdt namelijk van boeken en zorgt er ook nog eens voor dat ze netjes in de kast blijven staan.;1.95;8,43031E+12;25499;113252
